datetime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2020-03-10 16:02:03.815683,0.012,-0.007,1.03,0.21,0.56,1.05
2020-03-10 16:02:03.815693,0.011,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:03.815704,0.01,-0.006,1.032,0.21,0.49,1.05
2020-03-10 16:02:03.823012,0.011,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:03.823050,0.012,-0.005,1.03,0.21,0.56,1.05
2020-03-10 16:02:03.823137,0.012,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:03.823241,0.011,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:03.828374,0.012,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:03.843811,0.011,-0.005,1.031,0.21,0.56,1.05
2020-03-10 16:02:03.864313,0.01,-0.005,1.032,0.21,0.49,1.05
2020-03-10 16:02:03.874709,0.011,-0.005,1.032,0.21,0.49,1.05
2020-03-10 16:02:03.879892,0.012,-0.005,1.031,0.21,0.56,1.05
2020-03-10 16:02:03.879985,0.01,-0.006,1.029,0.21,0.49,1.05
2020-03-10 16:02:03.880008,0.011,-0.007,1.031,0.21,0.56,0.98
2020-03-10 16:02:03.885132,0.011,-0.005,1.03,0.21,0.56,1.05
2020-03-10 16:02:03.900479,0.012,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:03.905945,0.011,-0.006,1.032,0.21,0.49,0.98
2020-03-10 16:02:03.916254,0.011,-0.005,1.033,0.21,0.49,1.05
2020-03-10 16:02:03.916288,0.011,-0.005,1.03,0.21,0.49,0.98
2020-03-10 16:02:03.916377,0.011,-0.005,1.031,0.21,0.49,1.05
2020-03-10 16:02:03.916402,0.012,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:03.921680,0.011,-0.005,1.032,0.21,0.49,1.05
2020-03-10 16:02:03.921714,0.011,-0.005,1.031,0.21,0.56,0.98
2020-03-10 16:02:03.942177,0.011,-0.006,1.033,0.21,0.49,1.05
2020-03-10 16:02:03.957602,0.01,-0.005,1.032,0.21,0.56,0.98
2020-03-10 16:02:03.967944,0.011,-0.006,1.03,0.14,0.49,1.05
2020-03-10 16:02:03.973156,0.011,-0.005,1.031,0.21,0.49,1.05
2020-03-10 16:02:03.978353,0.012,-0.004,1.032,0.21,0.56,0.98
2020-03-10 16:02:03.988782,0.01,-0.006,1.032,0.21,0.49,1.05
2020-03-10 16:02:03.999044,0.011,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.004451,0.01,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.009899,0.012,-0.006,1.03,0.21,0.56,0.98
2020-03-10 16:02:04.015048,0.012,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.030461,0.011,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.045932,0.011,-0.006,1.031,0.28,0.56,1.05
2020-03-10 16:02:04.056226,0.011,-0.005,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.061457,0.01,-0.007,1.03,0.21,0.49,0.98
2020-03-10 16:02:04.066636,0.013000000000000001,-0.005,1.029,0.21,0.49,1.05
2020-03-10 16:02:04.081986,0.01,-0.006,1.029,0.21,0.56,1.05
2020-03-10 16:02:04.082109,0.01,-0.007,1.033,0.14,0.56,1.05
2020-03-10 16:02:04.082128,0.01,-0.006,1.033,0.14,0.63,1.05
2020-03-10 16:02:04.092459,0.012,-0.005,1.032,0.21,0.49,1.05
2020-03-10 16:02:04.102742,0.009000000000000001,-0.005,1.027,0.21,0.56,1.05
2020-03-10 16:02:04.123400,0.013000000000000001,-0.007,1.029,0.21,0.56,1.05
2020-03-10 16:02:04.128598,0.012,-0.007,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.143904,0.011,-0.006,1.033,0.21,0.42,1.05
2020-03-10 16:02:04.154229,0.011,-0.004,1.033,0.21,0.56,1.05
2020-03-10 16:02:04.164644,0.01,-0.004,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.164692,0.012,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.169943,0.01,-0.007,1.028,0.21,0.56,1.05
2020-03-10 16:02:04.175259,0.012,-0.005,1.03,0.14,0.56,1.05
2020-03-10 16:02:04.185712,0.011,-0.006,1.032,0.21,0.56,1.05
2020-03-10 16:02:04.190925,0.01,-0.005,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.206321,0.011,-0.005,1.029,0.21,0.49,1.05
2020-03-10 16:02:04.211623,0.011,-0.005,1.03,0.21,0.56,1.05
2020-03-10 16:02:04.211703,0.011,-0.006,1.029,0.28,0.49,1.05
2020-03-10 16:02:04.211734,0.011,-0.005,1.028,0.28,0.49,1.05
2020-03-10 16:02:04.211822,0.009000000000000001,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.228602,0.011,-0.004,1.032,0.21,0.49,1.05
2020-03-10 16:02:04.238889,0.01,-0.006,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.254319,0.01,-0.006,1.029,0.14,0.56,1.05
2020-03-10 16:02:04.274815,0.011,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.295247,0.011,-0.006,1.029,0.21,0.49,1.05
2020-03-10 16:02:04.305535,0.011,-0.005,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.310882,0.011,-0.005,1.032,0.21,0.56,1.05
2020-03-10 16:02:04.321333,0.01,-0.006,1.031,0.21,0.49,0.98
2020-03-10 16:02:04.326501,0.011,-0.005,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.336862,0.01,-0.006,1.03,0.21,0.56,1.05
2020-03-10 16:02:04.342054,0.011,-0.007,1.029,0.21,0.49,1.05
2020-03-10 16:02:04.347193,0.011,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.352379,0.011,-0.005,1.033,0.21,0.42,1.05
2020-03-10 16:02:04.357552,0.01,-0.004,1.03,0.21,0.56,1.05
2020-03-10 16:02:04.372893,0.01,-0.007,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.393385,0.011,-0.005,1.03,0.21,0.56,0.98
2020-03-10 16:02:04.408746,0.012,-0.006,1.029,0.21,0.49,1.05
2020-03-10 16:02:04.434291,0.011,-0.006,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.449697,0.01,-0.005,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.449815,0.011,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.449866,0.012,-0.006,1.032,0.21,0.49,1.05
2020-03-10 16:02:04.455075,0.01,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.455197,0.011,-0.007,1.03,0.21,0.56,1.05
2020-03-10 16:02:04.455226,0.011,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.455241,0.011,-0.006,1.032,0.21,0.49,1.05
2020-03-10 16:02:04.455346,0.011,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.455436,0.01,-0.006,1.031,0.21,0.56,0.98
2020-03-10 16:02:04.455469,0.011,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.455559,0.011,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.460761,0.011,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.486306,0.011,-0.005,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.491518,0.01,-0.005,1.032,0.21,0.49,0.98
2020-03-10 16:02:04.496659,0.01,-0.007,1.032,0.21,0.49,1.05
2020-03-10 16:02:04.501799,0.011,-0.007,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.506928,0.011,-0.006,1.03,0.28,0.42,1.05
2020-03-10 16:02:04.512096,0.011,-0.007,1.029,0.21,0.49,1.05
2020-03-10 16:02:04.522492,0.012,-0.005,1.032,0.14,0.49,0.98
2020-03-10 16:02:04.522618,0.011,-0.005,1.036,0.21,0.56,1.05
2020-03-10 16:02:04.527750,0.011,-0.005,1.033,0.21,0.56,1.05
2020-03-10 16:02:04.527793,0.012,-0.006,1.031,0.28,0.56,1.05
2020-03-10 16:02:04.544839,0.011,-0.006,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.550023,0.012,-0.006,1.031,0.14,0.56,1.05
2020-03-10 16:02:04.550051,0.007,-0.007,1.032,0.21,0.56,1.05
2020-03-10 16:02:04.555184,0.012,-0.005,1.033,0.21,0.49,1.05
2020-03-10 16:02:04.555255,0.012,-0.005,1.03,0.21,0.56,1.05
2020-03-10 16:02:04.555280,0.01,-0.006,1.03,0.14,0.49,0.98
2020-03-10 16:02:04.570630,0.011,-0.006,1.03,0.21,0.56,1.05
2020-03-10 16:02:04.591109,0.01,-0.007,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.611610,0.011,-0.005,1.03,0.14,0.49,1.05
2020-03-10 16:02:04.621898,0.01,-0.005,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.627135,0.009000000000000001,-0.005,1.03,0.21,0.56,1.05
2020-03-10 16:02:04.627182,0.01,-0.005,1.029,0.21,0.56,1.05
2020-03-10 16:02:04.627198,0.011,-0.006,1.028,0.21,0.42,1.05
2020-03-10 16:02:04.627297,0.01,-0.007,1.033,0.21,0.42,1.05
2020-03-10 16:02:04.658047,0.013000000000000001,-0.005,1.032,0.21,0.49,1.05
2020-03-10 16:02:04.678558,0.011,-0.006,1.033,0.21,0.42,1.05
2020-03-10 16:02:04.683752,0.011,-0.005,1.032,0.21,0.49,1.05
2020-03-10 16:02:04.688909,0.01,-0.005,1.033,0.21,0.49,1.05
2020-03-10 16:02:04.694129,0.011,-0.007,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.699332,0.012,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.719828,0.011,-0.005,1.031,0.21,0.49,1.05
2020-03-10 16:02:04.730176,0.012,-0.006,1.032,0.21,0.56,1.05
2020-03-10 16:02:04.735373,0.011,-0.005,1.032,0.21,0.49,1.12
2020-03-10 16:02:04.750745,0.011,-0.006,1.032,0.21,0.49,1.05
2020-03-10 16:02:04.766155,0.011,-0.006,1.029,0.21,0.49,1.05
2020-03-10 16:02:04.781597,0.012,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.797013,0.012,-0.004,1.028,0.21,0.28,1.05
2020-03-10 16:02:04.812363,0.008,-0.007,1.043,0.21,0.35000000000000003,1.05
2020-03-10 16:02:04.817609,0.013000000000000001,-0.007,1.033,0.14,0.7000000000000001,1.05
2020-03-10 16:02:04.822816,0.012,-0.005,1.026,0.21,0.7000000000000001,1.05
2020-03-10 16:02:04.828036,0.011,-0.005,1.029,0.21,0.56,1.05
2020-03-10 16:02:04.828082,0.011,-0.006,1.041,0.21,0.49,1.05
2020-03-10 16:02:04.828174,0.011,-0.007,1.037,0.14,0.7000000000000001,1.05
2020-03-10 16:02:04.833401,0.011,-0.005,1.028,0.21,0.35000000000000003,1.05
2020-03-10 16:02:04.833428,0.012,-0.005,1.024,0.21,0.42,1.05
2020-03-10 16:02:04.833445,0.007,-0.005,1.037,0.21,0.49,1.05
2020-03-10 16:02:04.833543,0.015,-0.005,1.022,0.14,0.77,1.05
2020-03-10 16:02:04.851008,0.011,-0.007,1.026,0.14,0.7000000000000001,1.05
2020-03-10 16:02:04.871510,0.01,-0.006,1.033,0.21,0.56,1.05
2020-03-10 16:02:04.871566,0.012,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.871655,0.011,-0.006,1.034,0.21,0.49,1.05
2020-03-10 16:02:04.871681,0.011,-0.006,1.035,0.21,0.49,1.05
2020-03-10 16:02:04.871696,0.01,-0.006,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.876881,0.01,-0.006,1.031,0.14,0.49,0.98
2020-03-10 16:02:04.912659,0.011,-0.006,1.033,0.21,0.49,1.05
2020-03-10 16:02:04.933127,0.011,-0.005,1.034,0.21,0.49,1.05
2020-03-10 16:02:04.943422,0.01,-0.005,1.029,0.21,0.56,1.05
2020-03-10 16:02:04.943473,0.013000000000000001,-0.005,1.032,0.21,0.42,1.05
2020-03-10 16:02:04.956515,0.011,-0.007,1.043,0.21,0.42,1.05
2020-03-10 16:02:04.961664,0.013000000000000001,-0.007,1.028,0.21,0.56,1.05
2020-03-10 16:02:04.961691,0.012,-0.005,1.029,0.21,0.49,1.05
2020-03-10 16:02:04.961705,0.012,-0.007,1.02,0.14,0.63,1.05
2020-03-10 16:02:04.961718,0.013000000000000001,-0.005,1.025,0.28,0.35000000000000003,1.05
2020-03-10 16:02:04.961730,0.013000000000000001,-0.006,1.032,0.21,0.56,1.05
2020-03-10 16:02:04.961865,0.011,-0.007,1.032,0.21,0.56,1.05
2020-03-10 16:02:04.977253,0.011,-0.006,1.031,0.14,0.56,1.05
2020-03-10 16:02:04.977391,0.012,-0.005,1.048,0.28,0.49,1.05
2020-03-10 16:02:04.977418,0.013000000000000001,-0.004,1.032,0.21,0.56,1.05
2020-03-10 16:02:04.977433,0.012,-0.007,1.03,0.21,0.49,1.05
2020-03-10 16:02:04.977445,0.011,-0.006,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.977527,0.01,-0.004,1.029,0.21,0.56,1.05
2020-03-10 16:02:04.977672,0.009000000000000001,-0.009000000000000001,1.032,0.14,0.56,1.05
2020-03-10 16:02:04.977701,0.008,-0.006,1.031,0.14,0.56,1.05
2020-03-10 16:02:04.977742,0.01,-0.007,1.033,0.28,0.42,1.05
2020-03-10 16:02:04.977771,0.01,-0.006,1.034,0.21,0.42,1.12
2020-03-10 16:02:04.983017,0.014,-0.006,1.026,0.21,0.49,1.05
2020-03-10 16:02:04.988187,0.01,-0.008,1.029,0.14,0.49,0.98
2020-03-10 16:02:04.998421,0.013000000000000001,-0.006,1.033,0.21,0.49,1.05
2020-03-10 16:02:04.998447,0.012,-0.008,1.031,0.21,0.56,1.05
2020-03-10 16:02:04.998462,0.01,-0.006,1.033,0.14,0.56,1.05
2020-03-10 16:02:04.998504,0.011,-0.005,1.028,0.21,0.49,1.12
2020-03-10 16:02:05.008850,0.011,-0.006,1.03,0.28,0.42,1.05
2020-03-10 16:02:05.014055,0.011,-0.005,1.031,0.21,0.63,1.12
2020-03-10 16:02:05.034634,0.01,-0.006,1.026,0.21,0.42,1.05
2020-03-10 16:02:05.050070,0.012,-0.006,1.025,0.21,0.49,1.05
2020-03-10 16:02:05.060355,0.01,-0.006,1.034,0.21,0.63,1.05
2020-03-10 16:02:05.065567,0.01,-0.007,1.029,0.28,0.42,1.05
2020-03-10 16:02:05.065685,0.011,-0.005,1.03,0.21,0.56,1.05
2020-03-10 16:02:05.065789,0.012,-0.006,1.031,0.21,0.56,1.05
2020-03-10 16:02:05.091281,0.01,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:05.101659,0.01,-0.004,1.024,0.21,0.49,1.05
2020-03-10 16:02:05.117048,0.012,-0.006,1.027,0.21,0.56,1.05
2020-03-10 16:02:05.127340,0.011,-0.006,1.031,0.21,0.42,1.05
2020-03-10 16:02:05.142696,0.011,-0.006,1.034,0.21,0.56,1.05
2020-03-10 16:02:05.147861,0.012,-0.006,1.03,0.21,0.42,1.05
2020-03-10 16:02:05.153050,0.011,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:05.153108,0.012,-0.006,1.03,0.21,0.56,1.05
2020-03-10 16:02:05.158489,0.011,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:05.158523,0.011,-0.005,1.032,0.21,0.49,1.05
2020-03-10 16:02:05.163699,0.011,-0.005,1.031,0.21,0.56,1.05
2020-03-10 16:02:05.163819,0.011,-0.006,1.032,0.21,0.42,1.12
2020-03-10 16:02:05.163847,0.012,-0.005,1.031,0.21,0.49,1.05
2020-03-10 16:02:05.163861,0.011,-0.005,1.032,0.21,0.49,1.05
2020-03-10 16:02:05.168998,0.011,-0.006,1.032,0.21,0.56,1.05
2020-03-10 16:02:05.169032,0.011,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:05.181481,0.011,-0.006,1.03,0.21,0.56,1.05
2020-03-10 16:02:05.181518,0.01,-0.005,1.032,0.21,0.42,1.05
2020-03-10 16:02:05.191898,0.01,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:05.207250,0.01,-0.006,1.033,0.21,0.49,1.05
2020-03-10 16:02:05.217599,0.012,-0.004,1.0190000000000001,0.21,0.42,1.05
2020-03-10 16:02:05.232964,0.012,-0.005,1.036,0.21,0.63,1.05
2020-03-10 16:02:05.238212,0.011,-0.007,1.024,0.21,0.56,0.98
2020-03-10 16:02:05.248485,0.011,-0.004,1.028,0.21,0.63,1.05
2020-03-10 16:02:05.253729,0.012,-0.006,1.02,0.14,0.63,1.05
2020-03-10 16:02:05.269092,0.011,-0.005,1.029,0.21,0.56,1.05
2020-03-10 16:02:05.269229,0.012,-0.004,1.029,0.21,0.56,1.12
2020-03-10 16:02:05.274373,0.012,-0.007,1.026,0.21,0.49,1.05
2020-03-10 16:02:05.274439,0.012,-0.004,1.033,0.21,0.56,1.05
2020-03-10 16:02:05.274455,0.011,-0.006,1.044,0.21,0.28,1.12
2020-03-10 16:02:05.274526,0.007,-0.008,1.042,0.21,0.49,1.05
2020-03-10 16:02:05.294940,0.012,-0.006,1.027,0.14,0.63,1.05
2020-03-10 16:02:05.300116,0.011,-0.007,1.033,0.21,0.49,1.05
2020-03-10 16:02:05.310449,0.009000000000000001,-0.005,1.03,0.14,0.7000000000000001,1.05
2020-03-10 16:02:05.315648,0.013000000000000001,-0.006,1.035,0.21,0.49,1.05
2020-03-10 16:02:05.315774,0.011,-0.005,1.036,0.21,0.35000000000000003,1.05
2020-03-10 16:02:05.315896,0.011,-0.006,1.03,0.21,0.42,1.05
2020-03-10 16:02:05.315923,0.011,-0.007,1.032,0.21,0.42,1.05
2020-03-10 16:02:05.336391,0.009000000000000001,-0.005,1.033,0.21,0.56,1.05
2020-03-10 16:02:05.351829,0.011,-0.007,1.031,0.14,0.63,1.05
2020-03-10 16:02:05.364352,0.009000000000000001,-0.006,1.035,0.21,0.63,1.05
2020-03-10 16:02:05.364425,0.01,-0.007,1.032,0.21,0.49,1.05
2020-03-10 16:02:05.379776,0.012,-0.006,1.033,0.21,0.35000000000000003,1.05
2020-03-10 16:02:05.379913,0.01,-0.006,1.036,0.14,0.77,1.05
2020-03-10 16:02:05.380022,0.011,-0.008,1.03,0.21,0.42,1.05
2020-03-10 16:02:05.380050,0.012,-0.005,1.0190000000000001,0.14,0.56,1.05
2020-03-10 16:02:05.380142,0.01,-0.006,1.034,0.21,0.49,1.05
2020-03-10 16:02:05.380179,0.009000000000000001,-0.005,1.031,0.21,0.49,1.05
2020-03-10 16:02:05.380198,0.011,-0.006,1.031,0.21,0.49,1.05
2020-03-10 16:02:05.395640,0.008,-0.005,1.037,0.21,0.63,1.05
2020-03-10 16:02:05.416086,0.01,-0.007,1.033,0.21,0.56,1.05
2020-03-10 16:02:05.426361,0.011,-0.005,1.029,0.21,0.56,1.12
2020-03-10 16:02:05.431572,0.01,-0.005,1.034,0.21,0.56,1.05
2020-03-10 16:02:05.436756,0.011,-0.005,1.03,0.21,0.42,1.05
2020-03-10 16:02:05.452110,0.013000000000000001,-0.007,1.027,0.21,0.56,1.05
2020-03-10 16:02:05.452158,0.01,-0.005,1.034,0.21,0.63,1.05
2020-03-10 16:02:05.462477,0.012,-0.006,1.042,0.21,0.63,1.05
2020-03-10 16:02:05.467692,0.01,-0.004,1.032,0.21,0.49,0.98
2020-03-10 16:02:05.472900,0.011,-0.005,1.034,0.21,0.42,1.05
2020-03-10 16:02:05.472961,0.01,-0.006,1.033,0.14,0.56,1.05
2020-03-10 16:02:05.483370,0.011,-0.006,1.031,0.21,0.42,1.05
2020-03-10 16:02:05.488546,0.011,-0.005,1.031,0.21,0.56,1.05
2020-03-10 16:02:05.493791,0.01,-0.005,1.031,0.21,0.63,1.05
2020-03-10 16:02:05.498967,0.011,-0.006,1.03,0.21,0.56,1.05
2020-03-10 16:02:05.504160,0.01,-0.005,1.034,0.14,0.56,1.05
2020-03-10 16:02:05.514463,0.013000000000000001,-0.005,1.032,0.21,0.63,1.05
2020-03-10 16:02:05.519615,0.01,-0.005,1.032,0.21,0.56,1.05
2020-03-10 16:02:05.519753,0.013000000000000001,-0.007,1.029,0.21,0.56,1.05
2020-03-10 16:02:05.524919,0.01,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:05.530116,0.012,-0.006,1.035,0.21,0.56,1.05
2020-03-10 16:02:05.535288,0.012,-0.007,1.028,0.21,0.28,1.05
2020-03-10 16:02:05.550650,0.009000000000000001,-0.006,1.031,0.21,0.63,1.05
2020-03-10 16:02:05.560932,0.011,-0.006,1.034,0.21,0.49,1.05
2020-03-10 16:02:05.566149,0.01,-0.008,1.035,0.21,0.49,1.05
2020-03-10 16:02:05.576409,0.012,-0.006,1.033,0.21,0.42,1.05
2020-03-10 16:02:05.581617,0.012,-0.006,1.029,0.14,0.63,1.05
2020-03-10 16:02:05.581651,0.012,-0.006,1.033,0.14,0.56,1.05
2020-03-10 16:02:05.597169,0.011,-0.004,1.033,0.14,0.77,1.05
2020-03-10 16:02:05.597199,0.011,-0.006,1.031,0.21,0.56,0.98
2020-03-10 16:02:05.597214,0.01,-0.006,1.039,0.21,0.56,1.05
2020-03-10 16:02:05.612580,0.013000000000000001,-0.005,1.031,0.21,0.35000000000000003,1.05
2020-03-10 16:02:05.617710,0.014,-0.007,1.035,0.21,0.35000000000000003,1.05
2020-03-10 16:02:05.633066,0.012,-0.008,1.0150000000000001,0.14,0.49,1.05
2020-03-10 16:02:05.648396,0.011,-0.006,1.032,0.21,0.56,1.05
2020-03-10 16:02:05.658691,0.008,-0.007,1.04,0.21,0.42,1.12
2020-03-10 16:02:05.658888,0.011,-0.005,1.031,0.21,0.42,1.05
2020-03-10 16:02:05.658922,0.011,-0.007,1.042,0.21,0.63,1.05
2020-03-10 16:02:05.658940,0.013000000000000001,-0.006,1.049,0.21,0.56,1.05
2020-03-10 16:02:05.664098,0.009000000000000001,-0.004,1.031,0.14,0.56,1.05
2020-03-10 16:02:05.699986,0.011,-0.007,1.03,0.21,0.63,1.05
2020-03-10 16:02:05.710355,0.01,-0.003,1.04,0.14,0.63,1.05
2020-03-10 16:02:05.710408,0.012,-0.006,1.028,0.14,0.56,1.05
2020-03-10 16:02:05.710424,0.01,-0.007,1.032,0.21,0.42,0.98
2020-03-10 16:02:05.710437,0.011,-0.006,1.029,0.14,0.63,1.05
2020-03-10 16:02:05.710451,0.013000000000000001,-0.006,1.031,0.21,0.56,1.05
2020-03-10 16:02:05.710462,0.01,-0.006,1.032,0.21,0.56,0.98
2020-03-10 16:02:05.731016,0.011,-0.004,1.03,0.14,0.56,0.98
2020-03-10 16:02:05.731066,0.009000000000000001,-0.007,1.044,0.21,0.35000000000000003,1.05
2020-03-10 16:02:05.731109,0.009000000000000001,-0.007,1.034,0.21,0.56,1.12
2020-03-10 16:02:05.741373,0.01,-0.006,1.032,0.14,0.56,1.05
2020-03-10 16:02:05.741440,0.009000000000000001,-0.005,1.033,0.21,0.49,1.12
2020-03-10 16:02:05.756803,0.011,-0.006,1.025,0.21,0.42,1.05
2020-03-10 16:02:05.782355,0.01,-0.006,1.033,0.21,0.7000000000000001,1.05
2020-03-10 16:02:05.787549,0.013000000000000001,-0.005,1.028,0.14,0.49,1.05
2020-03-10 16:02:05.802882,0.012,-0.005,1.03,0.21,0.56,1.05
2020-03-10 16:02:05.815647,0.011,-0.006,1.033,0.21,0.49,1.12
2020-03-10 16:02:05.815693,0.011,-0.005,1.033,0.21,0.42,1.12
2020-03-10 16:02:05.815852,0.01,-0.007,1.049,0.21,0.28,1.05
2020-03-10 16:02:05.831183,0.01,-0.002,1.031,0.14,0.7000000000000001,1.12
2020-03-10 16:02:05.841573,0.012,-0.008,1.031,0.21,0.56,1.05
2020-03-10 16:02:05.846787,0.01,-0.006,1.03,0.21,0.49,0.98
2020-03-10 16:02:05.851907,0.012,-0.006,1.031,0.14,0.49,1.05
2020-03-10 16:02:05.862236,0.012,-0.008,1.03,0.21,0.49,1.05
2020-03-10 16:02:05.867420,0.013000000000000001,-0.005,1.03,0.21,0.49,1.05
2020-03-10 16:02:05.872633,0.013000000000000001,-0.006,1.033,0.28,0.49,1.05
2020-03-10 16:02:05.893112,0.015,-0.004,1.029,0.21,0.49,1.05
2020-03-10 16:02:05.898351,0.012,-0.005,1.031,0.21,0.56,1.05
2020-03-10 16:02:05.918900,0.012,-0.007,1.03,0.14,0.7000000000000001,1.05
2020-03-10 16:02:05.918955,0.012,-0.006,1.037,0.14,0.77,1.05
2020-03-10 16:02:05.919045,0.01,-0.006,1.033,0.21,0.49,1.05
2020-03-10 16:02:05.924157,0.012,-0.006,1.03,0.21,0.49,1.05
2020-03-10 16:02:05.924222,0.011,-0.007,1.036,0.21,0.42,1.05
